File Name,Sliced File Name,Truncated Description,Description,Certainty
image3758,image3758_01_02.jpg,mosquito net,mosquito net,0.21187599
image3758,image3758_02_01.jpg,jersey,"jersey, T-shirt, tee shirt",0.186675534
image3758,image3758_02_02.jpg,mosquito net,mosquito net,0.250232935
image3759,image3759.jpg,tench,"tench, Tinca tinca",0.453241497
image3759,image3759_01_01.jpg,tench,"tench, Tinca tinca",0.126689181
image3759,image3759_01_02.jpg,guillotine,guillotine,0.14877151
image3759,image3759_02_01.jpg,seat belt,"seat belt, seatbelt",0.798036814
image3759,image3759_02_02.jpg,tench,"tench, Tinca tinca",0.512189209
image376,image376.jpg,suit,"suit, suit of clothes",0.510707676
image376,image376_01_01.jpg,ice lolly,"ice lolly, lolly, lollipop, popsicle",0.496693462
image376,image376_01_02.jpg,ice lolly,"ice lolly, lolly, lollipop, popsicle",0.141373768
image376,image376_02_01.jpg,Windsor tie,Windsor tie,0.530550122
image376,image376_02_02.jpg,suit,"suit, suit of clothes",0.576896071
image3760,image3760.jpg,barbershop,barbershop,0.73440212
image3760,image3760_01_01.jpg,bulletproof vest,bulletproof vest,0.430385172
image3760,image3760_01_02.jpg,barbershop,barbershop,0.232694924
image3760,image3760_02_01.jpg,dumbbell,dumbbell,0.361278743
image3760,image3760_02_02.jpg,bulletproof vest,bulletproof vest,0.182840645
image3761,image3761.jpg,umbrella,umbrella,0.654285431
image3761,image3761_01_01.jpg,vault,vault,0.098788917
image3761,image3761_01_02.jpg,crane,crane,0.602974832
image3761,image3761_02_01.jpg,shopping cart,shopping cart,0.068545289
image3761,image3761_02_02.jpg,television,"television, television system",0.062254045
image3762,image3762.jpg,poncho,poncho,0.128859952
image3762,image3762_01_01.jpg,scoreboard,scoreboard,0.62315315
image3762,image3762_01_02.jpg,toyshop,toyshop,0.086348072
image3762,image3762_02_01.jpg,bib,bib,0.101213545
image3762,image3762_02_02.jpg,radio telescope,"radio telescope, radio reflector",0.071200155
image3763,image3763.jpg,bobsled,"bobsled, bobsleigh, bob",0.337583065
image3763,image3763_01_01.jpg,solar dish,"solar dish, solar collector, solar furnace",0.316153288
image3763,image3763_01_02.jpg,solar dish,"solar dish, solar collector, solar furnace",0.132695064
image3763,image3763_02_01.jpg,bullet train,"bullet train, bullet",0.181653246
image3763,image3763_02_02.jpg,convertible,convertible,0.188611984
image3764,image3764.jpg,dumbbell,dumbbell,0.261514783
image3764,image3764_01_01.jpg,maraca,maraca,0.242040291
image3764,image3764_01_02.jpg,miniskirt,"miniskirt, mini",0.144566342
image3764,image3764_02_01.jpg,running shoe,running shoe,0.158433497
image3764,image3764_02_02.jpg,planetarium,planetarium,0.116432466
image3765,image3765.jpg,bathtub,"bathtub, bathing tub, bath, tub",0.166164458
image3765,image3765_01_01.jpg,dumbbell,dumbbell,0.462893188
image3765,image3765_01_02.jpg,conch,conch,0.295617223
image3765,image3765_02_01.jpg,jean,"jean, blue jean, denim",0.871301532
image3765,image3765_02_02.jpg,jean,"jean, blue jean, denim",0.092639588
image3766,image3766.jpg,sunglasses,"sunglasses, dark glasses, shades",0.630015433
image3766,image3766_01_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.403786898
image3766,image3766_01_02.jpg,sunglasses,"sunglasses, dark glasses, shades",0.60625571
image3766,image3766_02_01.jpg,triumphal arch,triumphal arch,0.222491175
image3766,image3766_02_02.jpg,triumphal arch,triumphal arch,0.935796678
image3767,image3767.jpg,promontory,"promontory, headland, head, foreland",0.837266624
image3767,image3767_01_01.jpg,valley,"valley, vale",0.2385851
image3767,image3767_01_02.jpg,promontory,"promontory, headland, head, foreland",0.554579198
image3767,image3767_02_01.jpg,alp,alp,0.208605126
image3767,image3767_02_02.jpg,promontory,"promontory, headland, head, foreland",0.91304338
image3768,image3768.jpg,moped,moped,0.343754202
image3768,image3768_01_01.jpg,joystick,joystick,0.336512953
image3768,image3768_01_02.jpg,moped,moped,0.068402201
image3768,image3768_02_01.jpg,sports car,"sports car, sport car",0.572511673
image3768,image3768_02_02.jpg,safety pin,safety pin,0.063281313
image3769,image3769.jpg,vacuum,"vacuum, vacuum cleaner",0.100788116
image3769,image3769_01_01.jpg,tench,"tench, Tinca tinca",0.155373991
image3769,image3769_01_02.jpg,mountain bike,"mountain bike, all-terrain bike, off-roader",0.299988449
image3769,image3769_02_01.jpg,coho,"coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch",0.210387006
image3769,image3769_02_02.jpg,tow truck,"tow truck, tow car, wrecker",0.170149565
image377,image377.jpg,seat belt,"seat belt, seatbelt",0.147229239
image377,image377_01_01.jpg,spindle,spindle,0.351933956
image377,image377_01_02.jpg,neck brace,neck brace,0.033786099
image377,image377_02_01.jpg,crutch,crutch,0.14283064
image377,image377_02_02.jpg,shower cap,shower cap,0.571952105
image3770,image3770.jpg,bow tie,"bow tie, bow-tie, bowtie",0.429387391
image3770,image3770_01_01.jpg,bow tie,"bow tie, bow-tie, bowtie",0.538545609
image3770,image3770_01_02.jpg,pajama,"pajama, pyjama, pj's, jammies",0.336451083
image3770,image3770_02_01.jpg,suit,"suit, suit of clothes",0.318037331
image3770,image3770_02_02.jpg,sleeping bag,sleeping bag,0.043044914
image3771,image3771.jpg,limousine,"limousine, limo",0.844745219
image3771,image3771_01_01.jpg,limousine,"limousine, limo",0.925909758
image3771,image3771_01_02.jpg,sports car,"sports car, sport car",0.30277279
image3771,image3771_02_01.jpg,Loafer,Loafer,0.245856613
image3771,image3771_02_02.jpg,convertible,convertible,0.391684443
image3772,image3772.jpg,soccer ball,soccer ball,0.157633618
image3772,image3772_01_01.jpg,ski,ski,0.511114478
image3772,image3772_01_02.jpg,crash helmet,crash helmet,0.140719429
image3772,image3772_02_01.jpg,toaster,toaster,0.297011346
image3772,image3772_02_02.jpg,ski mask,ski mask,0.266041905
image3773,image3773.jpg,barber chair,barber chair,0.634884655
image3773,image3773_01_01.jpg,missile,missile,0.098452494
image3773,image3773_01_02.jpg,chime,"chime, bell, gong",0.780974209
image3773,image3773_02_01.jpg,turnstile,turnstile,0.268590331
image3773,image3773_02_02.jpg,harmonica,"harmonica, mouth organ, harp, mouth harp",0.340679705
image3774,image3774.jpg,tape player,tape player,0.254824132
image3774,image3774_01_01.jpg,airship,"airship, dirigible",0.30766508
image3774,image3774_01_02.jpg,limousine,"limousine, limo",0.135409728
image3774,image3774_02_01.jpg,tape player,tape player,0.160285071
image3774,image3774_02_02.jpg,convertible,convertible,0.545010328
image3775,image3775.jpg,sweatshirt,sweatshirt,0.054799549
image3775,image3775_01_01.jpg,sunglass,sunglass,0.068223678
image3775,image3775_01_02.jpg,American black bear,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.091903053
image3775,image3775_02_01.jpg,barrow,"barrow, garden cart, lawn cart, wheelbarrow",0.603455603
image3775,image3775_02_02.jpg,suit,"suit, suit of clothes",0.250897199
image3776,image3776.jpg,kelpie,kelpie,0.55721426
image3776,image3776_01_01.jpg,chainlink fence,chainlink fence,0.396817893
image3776,image3776_01_02.jpg,kelpie,kelpie,0.37699315
image3776,image3776_02_01.jpg,jean,"jean, blue jean, denim",0.334186345
image3776,image3776_02_02.jpg,redbone,redbone,0.418553293
image3777,image3777.jpg,worm fence,"worm fence, snake fence, snake-rail fence, Virginia fence",0.19094047
image3777,image3777_01_01.jpg,oxcart,oxcart,0.139339283
image3777,image3777_01_02.jpg,sorrel,sorrel,0.174129635
image3777,image3777_02_01.jpg,prison,"prison, prison house",0.157651231
image3777,image3777_02_02.jpg,chainlink fence,chainlink fence,0.596377015
image3778,image3778.jpg,speedboat,speedboat,0.16127193
image3778,image3778_01_01.jpg,reel,reel,0.891723692
image3778,image3778_01_02.jpg,barracouta,"barracouta, snoek",0.277176142
image3778,image3778_02_01.jpg,iron,"iron, smoothing iron",0.679486275
image3778,image3778_02_02.jpg,pajama,"pajama, pyjama, pj's, jammies",0.214690477
image3779,image3779.jpg,suit,"suit, suit of clothes",0.064058289
image3779,image3779_01_01.jpg,flagpole,"flagpole, flagstaff",0.10686519
image3779,image3779_01_02.jpg,bow tie,"bow tie, bow-tie, bowtie",0.237736911
image3779,image3779_02_01.jpg,trench coat,trench coat,0.14701499
image3779,image3779_02_02.jpg,trench coat,trench coat,0.09674295
image378,image378.jpg,cuirass,cuirass,0.381854355
image378,image378_01_01.jpg,sunglasses,"sunglasses, dark glasses, shades",0.219313979
image378,image378_01_02.jpg,suit,"suit, suit of clothes",0.266649336
image378,image378_02_01.jpg,jean,"jean, blue jean, denim",0.350429684
image378,image378_02_02.jpg,cuirass,cuirass,0.668654501
image3780,image3780.jpg,stage,stage,0.267927766
image3780,image3780_01_01.jpg,comic book,comic book,0.253448009
image3780,image3780_01_02.jpg,comic book,comic book,0.484380335
image3780,image3780_02_01.jpg,jean,"jean, blue jean, denim",0.149042949
image3780,image3780_02_02.jpg,jean,"jean, blue jean, denim",0.145538628
image3781,image3781.jpg,diaper,"diaper, nappy, napkin",0.061047625
image3781,image3781_01_01.jpg,stole,stole,0.110404752
image3781,image3781_01_02.jpg,window shade,window shade,0.09993159
image3781,image3781_02_01.jpg,carousel,"carousel, carrousel, merry-go-round, roundabout, whirligig",0.063702807
image3781,image3781_02_02.jpg,abaya,abaya,0.229555577
image3782,image3782.jpg,pier,pier,0.289586931
image3782,image3782_01_01.jpg,rifle,rifle,0.136640653
image3782,image3782_01_02.jpg,volcano,volcano,0.371296495
image3782,image3782_02_01.jpg,military uniform,military uniform,0.694732487
image3782,image3782_02_02.jpg,park bench,park bench,0.07719925
image3783,image3783.jpg,schipperke,schipperke,0.329324782
image3783,image3783_01_01.jpg,Boston bull,"Boston bull, Boston terrier",0.153493062
image3783,image3783_01_02.jpg,Norwegian elkhound,"Norwegian elkhound, elkhound",0.533522785
image3783,image3783_02_01.jpg,barbershop,barbershop,0.730923951
image3783,image3783_02_02.jpg,Leonberg,Leonberg,0.178990781
image3784,image3784.jpg,Staffordshire bullterrier,"Staffordshire bullterrier, Staffordshire bull terrier",0.215170145
image3784,image3784_01_01.jpg,triumphal arch,triumphal arch,0.81433481
image3784,image3784_01_02.jpg,dome,dome,0.593430996
image3784,image3784_02_01.jpg,triumphal arch,triumphal arch,0.363532633
image3784,image3784_02_02.jpg,Staffordshire bullterrier,"Staffordshire bullterrier, Staffordshire bull terrier",0.634144783
image3785,image3785.jpg,swimming trunks,"swimming trunks, bathing trunks",0.740748465
image3785,image3785_01_01.jpg,cellular telephone,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.353489965
image3785,image3785_01_02.jpg,power drill,power drill,0.27524662
image3785,image3785_02_01.jpg,bath towel,bath towel,0.518783987
image3785,image3785_02_02.jpg,toilet seat,toilet seat,0.448834002
image3786,image3786.jpg,crutch,crutch,0.80696857
image3786,image3786_01_01.jpg,lab coat,"lab coat, laboratory coat",0.115105011
image3786,image3786_01_02.jpg,cowboy hat,"cowboy hat, ten-gallon hat",0.171771809
image3786,image3786_02_01.jpg,sweatshirt,sweatshirt,0.209430248
image3786,image3786_02_02.jpg,crutch,crutch,0.339729518
image3787,image3787.jpg,seat belt,"seat belt, seatbelt",0.087982722
image3787,image3787_01_01.jpg,lipstick,"lipstick, lip rouge",0.253600121
image3787,image3787_01_02.jpg,wig,wig,0.222947583
image3787,image3787_02_01.jpg,lipstick,"lipstick, lip rouge",0.177977651
image3787,image3787_02_02.jpg,cardigan,cardigan,0.077992082
image3788,image3788.jpg,prison,"prison, prison house",0.265010387
image3788,image3788_01_01.jpg,harp,harp,0.233954743
image3788,image3788_01_02.jpg,harp,harp,0.549959064
image3788,image3788_02_01.jpg,sweatshirt,sweatshirt,0.255340576
image3788,image3788_02_02.jpg,maillot,maillot,0.100368693
image3789,image3789.jpg,shower curtain,shower curtain,0.074933641
image3789,image3789_01_01.jpg,bow tie,"bow tie, bow-tie, bowtie",0.27025339
image3789,image3789_01_02.jpg,swab,"swab, swob, mop",0.077216573
image3789,image3789_02_01.jpg,jersey,"jersey, T-shirt, tee shirt",0.60840565
image3789,image3789_02_02.jpg,parallel bars,"parallel bars, bars",0.379007339
image379,image379.jpg,Siamese cat,"Siamese cat, Siamese",0.252344519
image379,image379_01_01.jpg,bassinet,bassinet,0.040167779
image379,image379_01_02.jpg,Windsor tie,Windsor tie,0.178737819
image379,image379_02_01.jpg,Persian cat,Persian cat,0.180942893
image379,image379_02_02.jpg,Siamese cat,"Siamese cat, Siamese",0.802286804
image3790,image3790.jpg,spatula,spatula,0.152489856
image3790,image3790_01_01.jpg,spatula,spatula,0.21357058
image3790,image3790_01_02.jpg,shower curtain,shower curtain,0.076832667
image3790,image3790_02_01.jpg,velvet,velvet,0.060770825
image3790,image3790_02_02.jpg,sandal,sandal,0.148152277
image3791,image3791.jpg,unicycle,"unicycle, monocycle",0.278328121
image3791,image3791_01_01.jpg,pajama,"pajama, pyjama, pj's, jammies",0.638034582
image3791,image3791_01_02.jpg,shield,"shield, buckler",0.785676599
image3791,image3791_02_01.jpg,Loafer,Loafer,0.23063834
image3791,image3791_02_02.jpg,trailer truck,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi",0.044029456
image3792,image3792.jpg,acoustic guitar,acoustic guitar,0.99002856
image3792,image3792_01_01.jpg,wig,wig,0.154344141
image3792,image3792_01_02.jpg,drumstick,drumstick,0.041053139
image3792,image3792_02_01.jpg,acoustic guitar,acoustic guitar,0.997260332
image3792,image3792_02_02.jpg,acoustic guitar,acoustic guitar,0.969608545
image3793,image3793.jpg,backpack,"backpack, back pack, knapsack, packsack, rucksack, haversack",0.090044998
image3793,image3793_01_01.jpg,gas pump,"gas pump, gasoline pump, petrol pump, island dispenser",0.132766709
image3793,image3793_01_02.jpg,lakeside,"lakeside, lakeshore",0.338558793
image3793,image3793_02_01.jpg,running shoe,running shoe,0.81946665
image3793,image3793_02_02.jpg,sock,sock,0.265365303
image3794,image3794.jpg,snorkel,snorkel,0.190280274
image3794,image3794_01_01.jpg,valley,"valley, vale",0.469277114
image3794,image3794_01_02.jpg,valley,"valley, vale",0.448357135
image3794,image3794_02_01.jpg,sturgeon,sturgeon,0.079203844
image3794,image3794_02_02.jpg,lakeside,"lakeside, lakeshore",0.439779073
image3795,image3795.jpg,unicycle,"unicycle, monocycle",0.172453776
image3795,image3795_01_01.jpg,power drill,power drill,0.113319263
image3795,image3795_01_02.jpg,medicine chest,"medicine chest, medicine cabinet",0.109911829
image3795,image3795_02_01.jpg,buckle,buckle,0.237379119
image3795,image3795_02_02.jpg,sliding door,sliding door,0.387965173
image3796,image3796.jpg,seat belt,"seat belt, seatbelt",0.78814286
image3796,image3796_01_01.jpg,seat belt,"seat belt, seatbelt",0.06208593
image3796,image3796_01_02.jpg,spatula,spatula,0.549202561
image3796,image3796_02_01.jpg,abaya,abaya,0.085461311
image3796,image3796_02_02.jpg,abaya,abaya,0.262282103
image3797,image3797.jpg,comic book,comic book,0.616067529
image3797,image3797_01_01.jpg,street sign,street sign,0.275234431
image3797,image3797_01_02.jpg,comic book,comic book,0.21085228
image3797,image3797_02_01.jpg,window shade,window shade,0.122846618
image3797,image3797_02_02.jpg,bannister,"bannister, banister, balustrade, balusters, handrail",0.541375101
image3798,image3798.jpg,wok,wok,0.356623381
image3798,image3798_01_01.jpg,hotdog,"hotdog, hot dog, red hot",0.312494457
image3798,image3798_01_02.jpg,perfume,"perfume, essence",0.209563628
image3798,image3798_02_01.jpg,potpie,potpie,0.339629382
image3798,image3798_02_02.jpg,mashed potato,mashed potato,0.119883582
image3799,image3799.jpg,butternut squash,butternut squash,0.453428179
image3799,image3799_01_01.jpg,king crab,"king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica",0.14423354
image3799,image3799_01_02.jpg,butternut squash,butternut squash,0.406080216
image3799,image3799_02_01.jpg,burrito,burrito,0.186941624
image3799,image3799_02_02.jpg,burrito,burrito,0.377782047
image38,image38.jpg,vault,vault,0.296869457
image38,image38_01_01.jpg,stole,stole,0.315024137
image38,image38_01_02.jpg,vault,vault,0.425298333
image38,image38_02_01.jpg,miniskirt,"miniskirt, mini",0.328677744
image38,image38_02_02.jpg,vault,vault,0.466605723
image380,image380.jpg,cardigan,cardigan,0.050377123
image380,image380_01_01.jpg,croquet ball,croquet ball,0.197673559
image380,image380_01_02.jpg,ear,"ear, spike, capitulum",0.06405127
image380,image380_02_01.jpg,cardigan,cardigan,0.108379073
image380,image380_02_02.jpg,jersey,"jersey, T-shirt, tee shirt",0.554442525
image3800,image3800.jpg,butternut squash,butternut squash,0.11009749
image3800,image3800_01_01.jpg,waffle iron,waffle iron,0.12300957
image3800,image3800_01_02.jpg,butternut squash,butternut squash,0.098583378
image3800,image3800_02_01.jpg,butternut squash,butternut squash,0.274730384
image3800,image3800_02_02.jpg,carbonara,carbonara,0.382242978
